sentence,label,wc,sscore,nega,prosing,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
i was depressed diagnosed with anxiety and in constant fear life is all for naught,No,15,-0.710046947,20,6.666666667,84.62,25.24,82.75,1,15,26.67,93.33,46.67,6.67,6.67,6.67,0,0,0,0,0,0,20,13.33,0,6.67,0,13.33,0,0,0,0,6.67,20,0,20,13.33,0,6.67,0,0,0,0,0,13.33,6.67,0,0,0,6.67,0,0,0,0,0,13.33,0,13.33,0,0,0,0,0,0,0,0,6.67,6.67,0,13.33,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
but i have struggled with depression and anxiety for years and when i was just starting to feel normal covid happened,No,21,-0.709208143,14.28571429,9.523809524,18.82,7.67,98.01,1,21,23.81,95.24,57.14,9.52,9.52,9.52,0,0,0,0,0,0,14.29,9.52,9.52,19.05,0,23.81,4.76,0,4.76,0,0,14.29,0,14.29,9.52,0,4.76,0,0,0,0,0,9.52,4.76,0,0,0,0,4.76,4.76,0,0,4.76,0,0,0,0,0,4.76,0,0,4.76,0,0,9.52,9.52,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a year of pain and confusion and fear,No,8,-0.707106781,37.5,0,93.26,50,7.84,1,8,12.5,100,50,0,0,0,0,0,0,0,0,12.5,12.5,0,0,25,0,0,0,0,0,0,0,25,0,25,12.5,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,12.5,0,0,12.5,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the air everywhere felt dense with people suffering,No,8,-0.707106781,25,0,99,89.42,99,1,8,25,100,37.5,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,0,0,25,12.5,0,0,0,0,12.5,0,12.5,0,0,12.5,12.5,0,0,0,0,25,12.5,0,0,0,12.5,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,37.5,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i have chronic issues so i do not want more and long haul symptoms are my biggest fear,No,18,-0.700035713,22.22222222,16.66666667,1,1,98.01,1,18,16.67,88.89,50,16.67,16.67,16.67,0,0,0,0,0,0,0,16.67,5.56,11.11,5.56,22.22,11.11,11.11,0,0,5.56,5.56,0,5.56,5.56,0,0,0,0,0,0,0,11.11,0,0,5.56,0,0,5.56,0,0,0,0,11.11,0,11.11,0,0,5.56,0,0,5.56,0,0,0,22.22,0,16.67,0,11.11,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anxiety and covid having similar symptoms every nuance sort of bothers me and throws me into a panic attack,No,19,-0.699717988,26.31578947,10.52631579,77.17,14.62,50.35,1,19,21.05,89.47,42.11,10.53,10.53,10.53,0,0,0,0,0,5.26,10.53,5.26,0,10.53,0,10.53,5.26,5.26,0,0,5.26,21.05,0,21.05,10.53,10.53,0,0,0,0,0,0,10.53,0,0,0,5.26,5.26,0,0,0,0,0,5.26,0,5.26,0,0,5.26,0,0,5.26,0,0,0,5.26,0,10.53,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i still have great grades b and a but damn i cry every single time i sit down to do homework because it is just so hard to give a shit,No,31,-0.695970545,12.90322581,9.677419355,28.19,5.36,78.86,1,31,6.45,100,58.06,12.9,9.68,9.68,0,0,0,0,3.23,6.45,9.68,9.68,9.68,12.9,0,19.35,9.68,0,0,3.23,6.45,12.9,3.23,9.68,0,6.45,3.23,3.23,0,0,0,0,9.68,0,3.23,0,0,3.23,3.23,3.23,0,0,3.23,3.23,3.23,0,0,0,6.45,0,0,3.23,3.23,0,0,16.13,0,12.9,0,6.45,6.45,6.45,0,3.23,0,0,0,9.68,6.45,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i miss cutting myself and i have passive suicidal thoughts all the time,No,13,-0.693375245,23.07692308,23.07692308,24.14,1.07,99,1,13,30.77,92.31,46.15,23.08,23.08,23.08,0,0,0,0,0,7.69,0,7.69,0,7.69,0,15.38,0,0,0,0,7.69,7.69,0,7.69,0,0,7.69,0,0,0,0,0,15.38,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,15.38,0,7.69,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
but i am very anxious for life to return to normal,No,11,-0.689707201,9.090909091,9.090909091,80.14,3.48,85.21,1,11,9.09,100,63.64,9.09,9.09,9.09,0,0,0,0,0,0,27.27,9.09,9.09,9.09,0,9.09,18.18,0,0,0,0,9.09,0,9.09,9.09,0,0,0,0,0,0,0,9.09,0,0,0,0,0,9.09,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
that sounds a bit more serious than flu,No,8,-0.689429112,12.5,0,99,10.58,7.84,1,8,12.5,100,37.5,12.5,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,0,0,37.5,25,0,0,25,12.5,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,12.5,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
but i still feel so tired,No,6,-0.68891899,16.66666667,16.66666667,1,1,99,25.77,6,0,100,66.67,16.67,16.67,16.67,0,0,0,0,0,0,0,0,33.33,33.33,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,0,0,0,0,16.67,16.67,0,0,16.67,16.67,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not conclusive yet but promising httpswww,No,6,-0.68891899,0,0,1.92,1,99,99,6,50,83.33,50,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,16.67,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,50,16.67,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i feel so bad hearing him gag and cough,No,9,-0.683333333,33.33333333,11.11111111,1,86.68,4.97,1,9,11.11,88.89,44.44,22.22,22.22,11.11,0,0,11.11,0,0,0,0,0,11.11,22.22,0,11.11,0,0,0,0,0,11.11,0,11.11,0,0,0,22.22,0,0,0,11.11,11.11,11.11,0,0,0,0,0,22.22,0,11.11,11.11,11.11,0,11.11,0,0,11.11,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i have got a very strange cold,No,7,-0.680336051,28.57142857,14.28571429,29.3,7.67,13.15,1,7,14.29,100,57.14,14.29,14.29,14.29,0,0,0,0,0,14.29,0,14.29,14.29,0,0,28.57,28.57,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,14.29,0,0,0,14.29,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i can take deep breaths without issues,No,7,-0.680336051,14.28571429,14.28571429,29.3,1,99,25.77,7,28.57,85.71,42.86,14.29,14.29,14.29,0,0,0,0,0,0,14.29,14.29,0,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,14.29,14.29,0,0,0,14.29,0,0,0,14.29,0,0,28.57,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
but 2021 has not started well at all,No,7,-0.680336051,0,0,11.86,1,99,99,8,12.5,87.5,62.5,0,0,0,0,0,0,0,0,0,12.5,12.5,12.5,12.5,12.5,25,0,0,0,12.5,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,25,0,12.5,12.5,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
maybe some people will be sad but then i will be forgotten,No,12,-0.324903864,16.66666667,8.333333333,1,20.24,74.76,1,12,8.33,100,66.67,8.33,8.33,8.33,0,0,0,0,0,0,0,33.33,8.33,16.67,0,41.67,8.33,0,0,0,8.33,8.33,0,8.33,0,0,8.33,8.33,0,0,0,0,25,0,0,0,16.67,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,16.67,25,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
with very specific details but never got any traction,No,9,-0.75,0,0,18.82,1.38,58.07,25.77,9,33.33,77.78,44.44,0,0,0,0,0,0,0,0,0,11.11,0,22.22,11.11,11.11,11.11,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,44.44,0,0,0,11.11,22.22,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,11.11,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it is also probably unhealthy to harbor this anger and resentment,No,11,-0.678400525,27.27272727,0,1,50,1,1,11,27.27,90.91,63.64,18.18,0,0,0,0,0,0,18.18,0,9.09,9.09,18.18,18.18,0,9.09,0,0,0,0,0,18.18,0,18.18,0,18.18,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i have struggled with anxiety prior to covid but it has never been like this,No,15,-0.677772086,13.33333333,6.666666667,8.69,2.31,82.75,1,15,13.33,93.33,73.33,20,6.67,6.67,0,0,0,0,13.33,0,20,20,6.67,6.67,6.67,20,0,6.67,0,0,0,13.33,0,13.33,13.33,0,0,0,0,0,0,0,13.33,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,13.33,13.33,0,13.33,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my depression has been really hitting me hard lately,No,9,-0.676666667,33.33333333,22.22222222,1,1,99,1,9,22.22,88.89,66.67,22.22,22.22,22.22,0,0,0,0,0,0,0,22.22,22.22,0,0,22.22,11.11,0,0,0,0,11.11,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,11.11,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
she is still very frustrated,No,5,-0.603738354,20,0,1,97.69,1,1,5,20,100,80,20,20,0,0,0,20,0,0,0,0,20,40,0,0,20,0,0,0,0,0,20,0,20,0,20,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i was really anxious,No,4,-0.675,25,25,1,1,99,1,4,25,100,75,25,25,25,0,0,0,0,0,0,0,25,25,0,0,25,25,0,0,0,0,25,0,25,25,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am very puzzled,No,4,-0.675,25,25,1,1,74.76,25.77,4,25,100,75,25,25,25,0,0,0,0,0,0,0,25,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i realize this is illogical but the stress of my cat being sick this week has clouded my judgment,No,19,-0.674023426,21.05263158,15.78947368,12.81,1.81,96.09,1,19,21.05,78.95,57.89,26.32,15.79,15.79,0,0,0,0,10.53,5.26,5.26,15.79,0,5.26,0,21.05,5.26,0,0,0,0,10.53,0,10.53,5.26,0,0,0,0,0,0,0,10.53,5.26,0,0,0,0,5.26,0,0,0,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,15.79,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it is hard to really think of my fears as irrational when i have a whole childhood of experiences that say my fears are rationale,No,25,-0.66,16,12,30.73,11.52,96.63,1,25,16,100,60,20,12,12,0,0,0,0,8,4,16,12,8,8,0,20,8,4,4,0,4,12,0,12,12,0,0,4,0,0,0,0,12,8,4,0,0,0,4,12,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
am i overreacting or stressing too much or in a depression or some sorts?,No,14,-0.668153105,14.28571429,7.142857143,29.3,1,99,1,14,21.43,92.86,57.14,7.14,7.14,7.14,0,0,0,0,0,7.14,7.14,7.14,7.14,21.43,0,7.14,0,0,0,0,14.29,14.29,0,14.29,7.14,0,7.14,0,0,0,0,0,35.71,0,0,0,35.71,0,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,7.14,0,0,0,0,0,0
it is worse at night when my insomnia is really bad,No,11,-0.633173824,18.18181818,9.090909091,1,3.48,99,1,11,9.09,100,63.64,18.18,9.09,9.09,0,0,0,0,9.09,0,9.09,18.18,18.18,9.09,0,18.18,9.09,9.09,9.09,0,0,18.18,0,18.18,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,9.09,0,0,0,0,9.09,0,9.09,0,0,18.18,0,0,0,0,18.18,0,27.27,0,27.27,0,9.09,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am a big guy about 325lbs and i know people with obesity are at a larger rist of complications so that combined with my anxiety disorder causes every little ache and pain to get me a bit freaked out,No,40,-0.664078309,15,10,87.27,22.67,86.07,1,40,15,90,50,12.5,10,10,0,0,0,0,2.5,7.5,17.5,5,5,7.5,0,10,5,2.5,0,0,5,10,0,10,2.5,0,0,5,0,2.5,0,2.5,10,5,2.5,0,0,2.5,0,5,0,0,5,7.5,0,7.5,0,2.5,7.5,0,0,5,2.5,0,0,10,0,12.5,0,12.5,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i have diagnosed ptsd from this plus generalized anxiety and panic attacks,No,12,-0.66395281,25,8.333333333,38.6,20.24,23.51,1,12,33.33,83.33,50,16.67,8.33,8.33,0,0,0,0,8.33,0,16.67,8.33,0,16.67,0,8.33,0,0,0,0,0,25,0,25,16.67,8.33,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,16.67,0,0,8.33,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
once i get a vaccine i will do whatever the hell i want but this kind of anxiety is always weighing and crushing me,No,24,-0.663403472,12.5,16.66666667,9.72,1,80.16,1,23,26.09,95.65,56.52,26.09,17.39,17.39,0,0,0,0,8.7,8.7,0,13.04,0,8.7,0,26.09,0,0,4.35,4.35,0,8.7,0,8.7,4.35,4.35,0,0,0,0,0,0,17.39,0,0,4.35,4.35,4.35,4.35,0,0,0,0,4.35,0,0,0,4.35,8.7,0,0,4.35,4.35,0,0,17.39,4.35,8.7,0,0,8.7,0,0,0,0,4.35,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i honestly just feel lonely and depressed,No,7,-0.661437828,28.57142857,14.28571429,5.89,7.67,89.63,1,7,28.57,100,42.86,14.29,14.29,14.29,0,0,0,0,0,0,0,0,14.29,14.29,0,14.29,0,0,0,0,0,42.86,14.29,28.57,0,0,28.57,0,0,0,0,0,14.29,14.29,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
there is been more fighting than ever and i just hate it,No,12,-0.632198545,16.66666667,8.333333333,1,20.24,74.76,1,12,8.33,100,75,16.67,8.33,8.33,0,0,0,0,8.33,0,8.33,16.67,25,8.33,0,25,16.67,16.67,0,0,8.33,16.67,0,16.67,0,16.67,0,8.33,0,0,0,0,16.67,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,16.67,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
am i projecting too much based on the fact that i am more disciplined?,No,14,-0.654790043,14.28571429,14.28571429,29.3,7.67,52.86,25.77,14,14.29,85.71,57.14,21.43,14.29,14.29,0,0,0,0,7.14,7.14,7.14,14.29,7.14,0,0,21.43,7.14,7.14,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,7.14,0,0,0,0,0,0
this is the lowest i have felt ever even worse than in the beginning of the pandemic when everyone was panicking,No,21,-0.654653671,19.04761905,4.761904762,55.4,31.71,99,1,21,19.05,95.24,71.43,14.29,4.76,4.76,0,0,0,0,9.52,14.29,14.29,14.29,14.29,4.76,0,19.05,14.29,14.29,4.76,0,0,14.29,0,14.29,4.76,0,4.76,4.76,0,0,0,0,19.05,4.76,0,0,0,9.52,4.76,4.76,0,0,4.76,0,0,0,0,0,9.52,0,0,4.76,0,4.76,9.52,14.29,0,23.81,0,9.52,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now i live in australia and the cases are low however the inward travel ban for non residents is just cruel and inhumane,No,23,-0.651607544,13.04347826,4.347826087,47.75,19.23,80.16,1,23,17.39,73.91,52.17,4.35,4.35,4.35,0,0,0,0,0,8.7,8.7,8.7,13.04,13.04,0,17.39,4.35,0,0,0,0,8.7,0,8.7,0,4.35,4.35,0,0,0,0,0,4.35,0,0,0,0,0,4.35,0,0,0,0,4.35,0,4.35,0,0,4.35,0,0,4.35,0,0,0,21.74,0,17.39,4.35,8.7,4.35,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am already anxious nervous and upset now over everything going on,No,12,-0.649519053,25,8.333333333,18.82,50,99,1,12,33.33,100,66.67,16.67,8.33,8.33,0,0,0,0,8.33,0,16.67,8.33,16.67,8.33,0,16.67,25,0,0,0,0,25,0,25,25,0,0,8.33,0,0,0,0,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,8.33,16.67,8.33,41.67,8.33,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
but please no more lockdowns,No,5,-0.648459713,0,0,8.69,1,43.37,99,5,20,80,40,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,20,20,0,0,20,20,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
very slight fevers 99 occasional sniffles,No,5,-0.643987578,20,0,62.04,50,23.51,25.77,6,33.33,83.33,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,16.67,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i have been inside my house for over a year because i am high risk and i have been extremely scared of getting the virus,No,25,-0.63,12,16,41.39,5.5,96.63,1,25,12,96,72,16,16,16,0,0,0,0,0,8,16,20,4,8,0,24,8,0,0,0,0,8,0,8,8,0,0,0,0,0,0,0,8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,16,0,0,8,4,4,8,12,0,16,0,12,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
and the last time to the hardware store because i needed to get a drain snake because the drain to our washer clogged and it was about to leak everywhere,No,30,-0.63900965,16.66666667,3.333333333,89.57,63.05,3.37,25.77,30,16.67,76.67,60,10,6.67,3.33,3.33,0,0,0,3.33,13.33,16.67,3.33,6.67,13.33,0,10,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,13.33,0,6.67,3.33,0,3.33,0,0,0,0,0,0,0,0,0,0,6.67,3.33,0,0,3.33,0,6.67,3.33,0,10,0,3.33,6.67,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i want to live but i am exhausted,No,8,-0.596621347,12.5,25,11.86,1,74.76,1,8,12.5,100,62.5,25,25,25,0,0,0,0,0,0,12.5,12.5,0,12.5,0,37.5,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,25,0,0,12.5,0,0,12.5,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now my background is really the issue here,No,8,-0.636396103,12.5,12.5,1.92,1,99,25.77,8,12.5,75,75,12.5,12.5,12.5,0,0,0,0,0,12.5,0,12.5,37.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i called my doctor but he was not available,No,9,-0.6,0,22.22222222,1,1,98.01,25.77,9,11.11,88.89,66.67,33.33,33.33,22.22,0,0,11.11,0,0,0,0,11.11,0,11.11,11.11,22.22,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,11.11,22.22,0,0,0,0,0,22.22,0,0,0,0,11.11,0,11.11,0,0,11.11,0,0,11.11,0,0,22.22,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it really feels like the pandemic has beaten me,No,9,-0.633333333,22.22222222,11.11111111,46.37,1.38,98.01,1,9,11.11,88.89,66.67,22.22,11.11,11.11,0,0,0,0,11.11,11.11,11.11,11.11,11.11,0,0,22.22,0,11.11,0,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,22.22,11.11,0,0,0,0,11.11,11.11,0,0,11.11,0,0,0,0,0,11.11,0,11.11,11.11,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no choice is a good choice,No,6,-0.63278485,0,0,62.04,4.8,98.01,99,6,0,100,50,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,16.67,16.67,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
which gives me a nasty rash acne breakouts and chaffing,No,10,-0.632455532,20,10,52.71,50,3.37,1,10,20,80,40,20,10,10,0,0,0,0,10,10,0,0,0,10,0,10,0,0,10,0,0,10,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
which is probably due to too much soda at lunch,No,10,-0.632455532,10,0,52.71,50,43.37,25.77,10,10,100,60,10,0,0,0,0,0,0,10,0,20,10,20,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,10,0,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my younger bil is very feverish coughing sore throat has a headache but is still hanging about around the house going into the kitchen and coughing openly eating dinner with the family watching films in fact i did not even realize he was that sick until halfway through a movie that my mil asked us to watch with them to keep bil company in the totally unventilated living room,No,69,-0.632386886,10.14492754,4.347826087,80.93,55.76,45.29,8.47,69,20.29,91.3,53.62,11.59,8.7,4.35,1.45,0,1.45,1.45,2.9,8.7,15.94,7.25,8.7,4.35,1.45,17.39,4.35,1.45,0,0,0,1.45,0,1.45,0,0,0,8.7,1.45,0,0,1.45,7.25,1.45,0,0,0,2.9,2.9,2.9,2.9,0,0,15.94,1.45,10.14,0,4.35,2.9,2.9,0,0,0,0,4.35,8.7,1.45,13.04,1.45,7.25,4.35,1.45,5.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
turns out that my friend circle are more conservative and conspiratorial than i previously realized,No,15,-0.630005291,13.33333333,13.33333333,52.71,9.13,99,25.77,15,26.67,86.67,46.67,20,13.33,13.33,0,0,0,0,6.67,0,13.33,6.67,0,6.67,0,20,13.33,13.33,0,0,6.67,0,0,0,0,0,0,6.67,0,6.67,0,0,13.33,6.67,0,0,0,0,6.67,6.67,6.67,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,13.33,13.33,0,20,6.67,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
